probe_id	gene_symbol	gene_id	gene_title	mapping_status
201579_at	FAT1	2195	FAT atypical cadherin 1	single_symbol
201580_s_at	TMX4	56255	thioredoxin related transmembrane protein 4	single_symbol
201581_at	TMX4	56255	thioredoxin related transmembrane protein 4	single_symbol
201582_at	SEC23B	10483	Sec23 homolog B, coat complex II component	single_symbol
201583_s_at	SEC23B	10483	Sec23 homolog B, coat complex II component	single_symbol
201584_s_at	DDX39A	10212	DEAD-box helicase 39A	single_symbol
201585_s_at	SFPQ	6421	splicing factor proline and glutamine rich	single_symbol
201586_s_at	SFPQ	6421	splicing factor proline and glutamine rich	single_symbol
201587_s_at	IRAK1	3654	interleukin 1 receptor associated kinase 1	single_symbol
201588_at	TXNL1	9352	thioredoxin like 1	single_symbol
201589_at	SMC1A	8243	structural maintenance of chromosomes 1A	single_symbol
201590_x_at	ANXA2	302	annexin A2	single_symbol
201591_s_at	NISCH	11188	nischarin	single_symbol
201592_at	EIF3H	8667	eukaryotic translation initiation factor 3 subunit H	single_symbol
201593_s_at	ZC3H15	55854	zinc finger CCCH-type containing 15	single_symbol
201594_s_at	PPP4R1	9989	protein phosphatase 4 regulatory subunit 1	single_symbol
201595_s_at	ZC3H15	55854	zinc finger CCCH-type containing 15	single_symbol
201596_x_at	KRT18	3875	keratin 18	single_symbol
201597_at	COX7A2	1347	cytochrome c oxidase subunit 7A2	single_symbol
201598_s_at	INPPL1	3636	inositol polyphosphate phosphatase like 1	single_symbol
201599_at	OAT	4942	ornithine aminotransferase	single_symbol
201600_at	PHB2	11331	prohibitin 2	single_symbol
201601_x_at	IFITM2///IFITM1	10581///8519	interferon induced transmembrane protein 2///interferon induced transmembrane protein 1	multiple_symbols
201602_s_at	PPP1R12A	4659	protein phosphatase 1 regulatory subunit 12A	single_symbol
201603_at	PPP1R12A	4659	protein phosphatase 1 regulatory subunit 12A	single_symbol
201604_s_at	PPP1R12A	4659	protein phosphatase 1 regulatory subunit 12A	single_symbol
201605_x_at	CNN2	1265	calponin 2	single_symbol
201606_s_at	PWP1	11137	PWP1 homolog, endonuclein	single_symbol
201607_at	PWP1	11137	PWP1 homolog, endonuclein	single_symbol
201608_s_at	PWP1	11137	PWP1 homolog, endonuclein	single_symbol
201609_x_at	ICMT	23463	isoprenylcysteine carboxyl methyltransferase	single_symbol
201610_at	ICMT	23463	isoprenylcysteine carboxyl methyltransferase	single_symbol
201611_s_at	ICMT	23463	isoprenylcysteine carboxyl methyltransferase	single_symbol
201612_at	ALDH9A1	223	aldehyde dehydrogenase 9 family member A1	single_symbol
201613_s_at	AP1G2	8906	adaptor related protein complex 1 gamma 2 subunit	single_symbol
201614_s_at	RUVBL1	8607	RuvB like AAA ATPase 1	single_symbol
201615_x_at	CALD1	800	caldesmon 1	single_symbol
201616_s_at	CALD1	800	caldesmon 1	single_symbol
201617_x_at	CALD1	800	caldesmon 1	single_symbol
201618_x_at	GPAA1	8733	glycosylphosphatidylinositol anchor attachment 1	single_symbol
201619_at	PRDX3	10935	peroxiredoxin 3	single_symbol
201620_at	MBTPS1	8720	membrane bound transcription factor peptidase, site 1	single_symbol
201621_at	NBL1	4681	neuroblastoma 1, DAN family BMP antagonist	single_symbol
201622_at	SND1	27044	staphylococcal nuclease and tudor domain containing 1	single_symbol
201623_s_at	DARS	1615	aspartyl-tRNA synthetase	single_symbol
201624_at	DARS	1615	aspartyl-tRNA synthetase	single_symbol
201625_s_at	INSIG1	3638	insulin induced gene 1	single_symbol
201626_at	INSIG1	3638	insulin induced gene 1	single_symbol
201627_s_at	INSIG1	3638	insulin induced gene 1	single_symbol
201628_s_at	RRAGA	10670	Ras related GTP binding A	single_symbol
201629_s_at	ACP1	52	acid phosphatase 1, soluble	single_symbol
201630_s_at	ACP1	52	acid phosphatase 1, soluble	single_symbol
201631_s_at	IER3	8870	immediate early response 3	single_symbol
201632_at	EIF2B1	1967	eukaryotic translation initiation factor 2B subunit alpha	single_symbol
201633_s_at	CYB5B	80777	cytochrome b5 type B	single_symbol
201634_s_at	CYB5B	80777	cytochrome b5 type B	single_symbol
201635_s_at	FXR1	8087	FMR1 autosomal homolog 1	single_symbol
201636_at	FXR1	8087	FMR1 autosomal homolog 1	single_symbol
201637_s_at	FXR1	8087	FMR1 autosomal homolog 1	single_symbol
201638_s_at	CPSF1	29894	cleavage and polyadenylation specific factor 1	single_symbol
201639_s_at	MIR6849///MIR1234///MIR939///CPSF1	102466749///100302196///100126351///29894	microRNA 6849///microRNA 1234///microRNA 939///cleavage and polyadenylation specific factor 1	multiple_symbols
201640_x_at	CLPTM1	1209	CLPTM1, transmembrane protein	single_symbol
201641_at	BST2	684	bone marrow stromal cell antigen 2	single_symbol
201642_at	IFNGR2	3460	interferon gamma receptor 2 (interferon gamma transducer 1)	single_symbol
201643_x_at	KDM3B	51780	lysine demethylase 3B	single_symbol
201644_at	TSTA3	7264	tissue specific transplantation antigen P35B	single_symbol
201645_at	TNC	3371	tenascin C	single_symbol
201646_at	SCARB2	950	scavenger receptor class B member 2	single_symbol
201647_s_at	SCARB2	950	scavenger receptor class B member 2	single_symbol
201648_at	JAK1	3716	Janus kinase 1	single_symbol
201649_at	UBE2L6	9246	ubiquitin conjugating enzyme E2 L6	single_symbol
201650_at	KRT19	3880	keratin 19	single_symbol
201651_s_at	PACSIN2	11252	protein kinase C and casein kinase substrate in neurons 2	single_symbol
201652_at	COPS5	10987	COP9 signalosome subunit 5	single_symbol
201653_at	CNIH1	10175	cornichon family AMPA receptor auxiliary protein 1	single_symbol
201654_s_at	HSPG2	3339	heparan sulfate proteoglycan 2	single_symbol
201655_s_at	HSPG2	3339	heparan sulfate proteoglycan 2	single_symbol
201656_at	ITGA6	3655	integrin subunit alpha 6	single_symbol
201657_at	ARL1	400	ADP ribosylation factor like GTPase 1	single_symbol
201658_at	ARL1	400	ADP ribosylation factor like GTPase 1	single_symbol
201659_s_at	ARL1	400	ADP ribosylation factor like GTPase 1	single_symbol
201660_at	ACSL3	2181	acyl-CoA synthetase long-chain family member 3	single_symbol
201661_s_at	ACSL3	2181	acyl-CoA synthetase long-chain family member 3	single_symbol
201662_s_at	ACSL3	2181	acyl-CoA synthetase long-chain family member 3	single_symbol
201663_s_at	SMC4	10051	structural maintenance of chromosomes 4	single_symbol
201664_at	SMC4	10051	structural maintenance of chromosomes 4	single_symbol
201665_x_at	RPS17	6218	ribosomal protein S17	single_symbol
201666_at	TIMP1	7076	TIMP metallopeptidase inhibitor 1	single_symbol
201667_at	GJA1	2697	gap junction protein alpha 1	single_symbol
201668_x_at	MARCKS	4082	myristoylated alanine rich protein kinase C substrate	single_symbol
201669_s_at	MARCKS	4082	myristoylated alanine rich protein kinase C substrate	single_symbol
201670_s_at	MARCKS	4082	myristoylated alanine rich protein kinase C substrate	single_symbol
201671_x_at	USP14	9097	ubiquitin specific peptidase 14	single_symbol
201672_s_at	USP14	9097	ubiquitin specific peptidase 14	single_symbol
201673_s_at	GYS1	2997	glycogen synthase 1	single_symbol
201674_s_at	AKAP1	8165	A-kinase anchoring protein 1	single_symbol
201675_at	AKAP1	8165	A-kinase anchoring protein 1	single_symbol
201676_x_at	PSMA1	5682	proteasome subunit alpha 1	single_symbol
201677_at	HMCES	56941	5-hydroxymethylcytosine (hmC) binding, ES cell-specific	single_symbol
201678_s_at	HMCES	56941	5-hydroxymethylcytosine (hmC) binding, ES cell-specific	single_symbol
201679_at	SRRT	51593	serrate, RNA effector molecule	single_symbol
201680_x_at	SRRT	51593	serrate, RNA effector molecule	single_symbol
201681_s_at	DLG5	9231	discs large MAGUK scaffold protein 5	single_symbol
201682_at	PMPCB	9512	peptidase, mitochondrial processing beta subunit	single_symbol
201683_x_at	TOX4	9878	TOX high mobility group box family member 4	single_symbol
201684_s_at	TOX4	9878	TOX high mobility group box family member 4	single_symbol
201685_s_at	TOX4	9878	TOX high mobility group box family member 4	single_symbol
201686_x_at	API5	8539	apoptosis inhibitor 5	single_symbol
201687_s_at	API5	8539	apoptosis inhibitor 5	single_symbol
201688_s_at	TPD52	7163	tumor protein D52	single_symbol
201689_s_at	TPD52	7163	tumor protein D52	single_symbol
201690_s_at	TPD52	7163	tumor protein D52	single_symbol
201691_s_at	TPD52	7163	tumor protein D52	single_symbol
201692_at	SIGMAR1	10280	sigma non-opioid intracellular receptor 1	single_symbol
201693_s_at	EGR1	1958	early growth response 1	single_symbol
201694_s_at	EGR1	1958	early growth response 1	single_symbol
201695_s_at	PNP	4860	purine nucleoside phosphorylase	single_symbol
201696_at	SRSF4	6429	serine and arginine rich splicing factor 4	single_symbol
201697_s_at	DNMT1	1786	DNA (cytosine-5-)-methyltransferase 1	single_symbol
201698_s_at	GATC///SRSF9	283459///8683	glutamyl-tRNA amidotransferase subunit C///serine and arginine rich splicing factor 9	multiple_symbols
201699_at	PSMC6	5706	proteasome 26S subunit, ATPase 6	single_symbol
201700_at	CCND3	896	cyclin D3	single_symbol
201701_s_at	PGRMC2	10424	progesterone receptor membrane component 2	single_symbol
201702_s_at	PPP1R10	5514	protein phosphatase 1 regulatory subunit 10	single_symbol
201703_s_at	PPP1R10	5514	protein phosphatase 1 regulatory subunit 10	single_symbol
201704_at	ENTPD6	955	ectonucleoside triphosphate diphosphohydrolase 6 (putative)	single_symbol
201705_at	PSMD7	5713	proteasome 26S subunit, non-ATPase 7	single_symbol
201706_s_at	PEX19	5824	peroxisomal biogenesis factor 19	single_symbol
201707_at	PEX19	5824	peroxisomal biogenesis factor 19	single_symbol
201708_s_at	NIPSNAP1	8508	nipsnap homolog 1 (C. elegans)	single_symbol
201709_s_at	NIPSNAP1	8508	nipsnap homolog 1 (C. elegans)	single_symbol
201710_at	MYBL2	4605	MYB proto-oncogene like 2	single_symbol
201711_x_at	RANBP2	5903	RAN binding protein 2	single_symbol
201712_s_at	RANBP2	5903	RAN binding protein 2	single_symbol
201713_s_at	RANBP2	5903	RAN binding protein 2	single_symbol
201714_at	TUBG1	7283	tubulin gamma 1	single_symbol
201715_s_at	ACIN1	22985	apoptotic chromatin condensation inducer 1	single_symbol
201716_at	SNX1	6642	sorting nexin 1	single_symbol
201717_at	MRPL49	740	mitochondrial ribosomal protein L49	single_symbol
201718_s_at	EPB41L2	2037	erythrocyte membrane protein band 4.1 like 2	single_symbol
201719_s_at	EPB41L2	2037	erythrocyte membrane protein band 4.1 like 2	single_symbol
201720_s_at	LAPTM5	7805	lysosomal protein transmembrane 5	single_symbol
201721_s_at	LAPTM5	7805	lysosomal protein transmembrane 5	single_symbol
201722_s_at	GALNT1	2589	polypeptide N-acetylgalactosaminyltransferase 1	single_symbol
201723_s_at	GALNT1	2589	polypeptide N-acetylgalactosaminyltransferase 1	single_symbol
201724_s_at	GALNT1	2589	polypeptide N-acetylgalactosaminyltransferase 1	single_symbol
201725_at	CDC123	8872	cell division cycle 123	single_symbol
201726_at	ELAVL1	1994	ELAV like RNA binding protein 1	single_symbol
201727_s_at	ELAVL1	1994	ELAV like RNA binding protein 1	single_symbol
201728_s_at	KIAA0100	9703	KIAA0100	single_symbol
201729_s_at	KIAA0100	9703	KIAA0100	single_symbol
201730_s_at	TPR	7175	translocated promoter region, nuclear basket protein	single_symbol
201731_s_at	TPR	7175	translocated promoter region, nuclear basket protein	single_symbol
201732_s_at	CLCN3	1182	chloride voltage-gated channel 3	single_symbol
201733_at	CLCN3	1182	chloride voltage-gated channel 3	single_symbol
201734_at	CLCN3	1182	chloride voltage-gated channel 3	single_symbol
201735_s_at	CLCN3	1182	chloride voltage-gated channel 3	single_symbol
201736_s_at	MARCH6	10299	membrane associated ring-CH-type finger 6	single_symbol
201737_s_at	MARCH6	10299	membrane associated ring-CH-type finger 6	single_symbol
201738_at	EIF1B	10289	eukaryotic translation initiation factor 1B	single_symbol
201739_at	SGK1	6446	serum/glucocorticoid regulated kinase 1	single_symbol
201740_at	NDUFS3	4722	NADH:ubiquinone oxidoreductase core subunit S3	single_symbol
201741_x_at	SRSF1	6426	serine and arginine rich splicing factor 1	single_symbol
201742_x_at	SRSF1	6426	serine and arginine rich splicing factor 1	single_symbol
201743_at	CD14	929	CD14 molecule	single_symbol
201744_s_at	LUM	4060	lumican	single_symbol
201745_at	TWF1	5756	twinfilin actin binding protein 1	single_symbol
201746_at	TP53	7157	tumor protein p53	single_symbol
201747_s_at	SAFB	6294	scaffold attachment factor B	single_symbol
201748_s_at	SAFB	6294	scaffold attachment factor B	single_symbol
201749_at	ECE1	1889	endothelin converting enzyme 1	single_symbol
201750_s_at	ECE1	1889	endothelin converting enzyme 1	single_symbol
201751_at	JOSD1	9929	Josephin domain containing 1	single_symbol
201752_s_at	ADD3	120	adducin 3	single_symbol
201753_s_at	ADD3	120	adducin 3	single_symbol
201754_at	COX6C	1345	cytochrome c oxidase subunit 6C	single_symbol
201755_at	MCM5	4174	minichromosome maintenance complex component 5	single_symbol
201756_at	RPA2	6118	replication protein A2	single_symbol
201757_at	RPL10///NDUFS5	6134///4725	ribosomal protein L10///NADH:ubiquinone oxidoreductase subunit S5	multiple_symbols
201758_at	TSG101	7251	tumor susceptibility 101	single_symbol
201759_at	TBCD	6904	tubulin folding cofactor D	single_symbol
201760_s_at	WSB2	55884	WD repeat and SOCS box containing 2	single_symbol
201761_at	MTHFD2	10797	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase	single_symbol
201762_s_at	MIR7703///PSME2	102465801///5721	microRNA 7703///proteasome activator subunit 2	multiple_symbols
201763_s_at	DAXX	1616	death domain associated protein	single_symbol
201764_at	TMEM106C	79022	transmembrane protein 106C	single_symbol
201765_s_at	HEXA	3073	hexosaminidase subunit alpha	single_symbol
201766_at	ELAC2	60528	elaC ribonuclease Z 2	single_symbol
201767_s_at	ELAC2	60528	elaC ribonuclease Z 2	single_symbol
201768_s_at	CLINT1	9685	clathrin interactor 1	single_symbol
201769_at	CLINT1	9685	clathrin interactor 1	single_symbol
201770_at	SNRPA	6626	small nuclear ribonucleoprotein polypeptide A	single_symbol
201771_at	SCAMP3	10067	secretory carrier membrane protein 3	single_symbol
201772_at	AZIN1	51582	antizyme inhibitor 1	single_symbol
201773_at	ADNP	23394	activity dependent neuroprotector homeobox	single_symbol
201774_s_at	NCAPD2	9918	non-SMC condensin I complex subunit D2	single_symbol
201775_s_at	EFCAB14	9813	EF-hand calcium binding domain 14	single_symbol
201776_s_at	EFCAB14	9813	EF-hand calcium binding domain 14	single_symbol
